Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
3171,Stop callin?!!,Joey,anger,negative,316,5
3172,"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",Voice,joy,positive,316,6
3173,All right!,Joey,neutral,neutral,316,7
3174,"What is the name of your roommate who is very, very sorry and would do anything",Voice,neutral,neutral,316,8
3175,Joseph Francis Tribbiani are you home yet?!!,Phoebe,neutral,neutral,317,0
3176,"Umm, I think he?s still out. What?s wrong?",Rachel,joy,positive,317,1
3177,"Well, I?ll tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.",Phoebe,neutral,neutral,317,2
3178,"""Pheebs, can?t make it, got a date. Talk to you later. Big Daddy.""  Big Daddy?",Rachel,anger,negative,317,3
3179,Oh that?s a nickname we were trying out.,Phoebe,neutral,neutral,317,4
3180,"Hey, y?know what nickname never caught on? The Ross-A-Tron!",Ross,joy,positive,317,5
3181,Hey!,Joey,joy,positive,317,6
3182,Oh! Here?s Joseph Francis!,Phoebe,joy,positive,317,7
3183,Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,Joey,surprise,negative,317,8
3184,So what?! That doesn?t give you the right to ditch me!,Phoebe,anger,negative,317,9
3185,"Hey, you can cancel plans with friends if there is the possibility for sex!",Joey,anger,negative,317,10
3186,"Phoebe he?s right, that is the rule.",Ross,neutral,neutral,317,11
3187,I don?t accept this rule.,Phoebe,anger,negative,317,12
3188,"When we make plans, I expect you to show up.",Phoebe,anger,negative,317,13
3189,"Okay, I can?t just be a way to kill time ?til you meet someone better!",Phoebe,anger,negative,317,14
3190,"Y?know boyfriends and girlfriends come and go, but this  is for life!",Phoebe,anger,negative,317,15
3191,Did you know he was in there?,Rachel,neutral,neutral,318,0
3192,No.,Monica,neutral,neutral,318,1
3193,How long have we been home?,Chandler,neutral,neutral,318,2
3194,About a half an hour.,Monica,neutral,neutral,318,3
3195,Love,Chandler,neutral,neutral,318,4
3196,"Lights.  Uh, romantic lights.",Pete,neutral,neutral,319,0
3197,"Ooh, nice.",Monica,joy,positive,319,1
3198,"So ah, there was this thing I wanted to talk to you about.",Pete,neutral,neutral,319,2
3199,"Oh, right! I completely forgot about that.",Monica,neutral,neutral,319,3
3200,"Well ah, I?ve been doing a lot of thinking, and I look at my life",Pete,neutral,neutral,319,4
3201,Yeah?,Monica,neutral,neutral,319,5
3202,"And I feel like I?ve conquered the business world, and I feel like I?ve conquered the intellectual world, and now I-I have the most beautiful woman in the world.",Pete,anger,negative,319,6
3203,Wow.,Monica,surprise,positive,319,7
3204,There?s one thing missing.,Pete,sadness,negative,319,8
3205,What?s that?,Monica,neutral,neutral,319,9
3206,It?s time for me to conquer the physical world.,Pete,neutral,neutral,319,10
3207,Okay.,Monica,neutral,neutral,319,11
3208,"Monica, I want to become  the Ultimate Fighting Champion.",Pete,neutral,neutral,319,12
3209,You wanna what?!,Monica,surprise,negative,319,13
3210,"I want to become the Ultimate Fighting Champion! It?s the most intense physical competition in the world, it?s banned in 49 states!",Pete,joy,positive,319,14
3211,What are you talking about?,Monica,surprise,negative,319,15
3212,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, I?ve even had my own octagon training ring designed.",Pete,neutral,neutral,319,16
3213,And I suppose you used a ring designer for that.,Monica,joy,positive,319,17
3214,Yeah.,Pete,neutral,neutral,319,18
3215,"Monica, I want you there in the front row when I win.",Pete,joy,positive,319,19
3216,I want you close enough to smell the blood.,Pete,joy,positive,319,20
3217,What do you think?,Pete,neutral,neutral,319,21
3218,My parents will be so happy.,Monica,disgust,negative,319,22
3219,Okay to come in?,Chandler,neutral,neutral,320,0
3220,"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.",Monica,neutral,neutral,320,1
3221,"Yeah I know, guess who beeped him?",Chandler,neutral,neutral,320,2
3222,What?!,Monica,surprise,negative,320,3
3223,I?m the ruptured spleen.,Chandler,sadness,negative,320,4
3224,Why would you do that?,Monica,joy,positive,320,5
3225,Because you shouldn?t be with him.  You should be with me.,Chandler,sadness,negative,320,6
3226,Really?,Monica,surprise,positive,320,7
3228,"When you were talking about Roger, that was killing me!",Chandler,sadness,negative,320,8
3229,"Look, things like last night they don?t just happen.",Chandler,neutral,neutral,320,9
3231,Or at least not to me.,Chandler,neutral,neutral,320,10
3232,"Or with the other two women, in the morning y?know I was just lying there and I couldn?t wait to just go hang out with my friends, but with you I always y?know with a friend.",Chandler,neutral,neutral,320,11
3233,Chandler!,Monica,surprise,positive,320,12
3234,"I know you probably don?t want to go out with me, y?know because I make too many jokes and I?ve never been in a serious relationship and I guess I?m not technically a ""doctor?""",Chandler,sadness,negative,320,13
3235,"There was just one woman, wasn?t there?",Monica,neutral,neutral,320,14
3236,"No, there were two.",Chandler,neutral,neutral,320,15
3237,Including me?,Monica,surprise,positive,320,16
3238,Oh yeah.,Chandler,joy,positive,320,17
3239,Hey!,Phoebe,joy,positive,321,0
3240,Welcome back!,Eric,joy,positive,321,1
3241,Hey!  Can we pick up where we left off?,Phoebe,joy,positive,321,2
3242,"I don?t know, I?m still pretty tired out from this afternoon.",Eric,neutral,neutral,321,3
3243,Why?,Phoebe,surprise,positive,321,4
3244,"Uh, the sex.",Eric,neutral,neutral,321,5
3245,What sex?,Phoebe,surprise,positive,321,6
3246,Our sex.,Eric,joy,positive,321,7
3247,We didn?t have sex.,Phoebe,surprise,positive,321,8
3248,"Well if I didn?t have sex with you, I had sex with someone that looked an awful lot like",Eric,neutral,neutral,321,9
3249,Ew! Ew! Ew! Ew! Ew! Ew!,Phoebe,disgust,negative,321,10
3250,Oh no! Oh no! Oh no! Oh no! No! No! No!,Eric,disgust,negative,321,11
3251,Oh my God Stu! I-I can?t believe you did this! Now are you absolutely sure she?s a hooker?,Monica,disgust,negative,322,0
3252,"Either that or she?s just the best, most expensive date I ever had.",Stu,surprise,negative,322,1
3253,Would you look at them. Am I ever gonna find a boyfriend again? I gonna die an old maid.,Monica,sadness,negative,323,0
3254,I?m your mother.,Phoebe Sr.,neutral,neutral,324,0
3255,Ehh?,Phoebe,surprise,negative,324,1
3256,"Oh, and then Monica joked that she wouldn?t go out with a guy like Chandler...",Joey,neutral,neutral,324,2
3257,Hi there.,Chandler,neutral,neutral,324,3
3258,"...and he couldn?t let it go, and... I don?t really know what happened with that either.",Joey,neutral,neutral,324,4
3260,"And then Ross?s new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.",Joey,neutral,neutral,324,5
3261,"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don?t know what happened there either...",Joey,neutral,neutral,324,6
3262,"Y'know what, hold on, let me go get Chandler.",Joey,neutral,neutral,324,7
3263,"Uh Mr. Morse, can I speak to you for a moment?",Ross,neutral,neutral,325,0
3264,"Well yeah, I lied before.",Phoebe,sadness,negative,326,0
3265,Oh!,Rachel,surprise,positive,326,1
3266,Oh God,Monica,surprise,positive,326,2
3267,Now you know how you really feel about it.,Phoebe,neutral,neutral,326,3
3268,"Oh-oh, that?s a risky little game!",Rachel,surprise,negative,326,4
3269,Are you really gonna do this?,Monica,fear,negative,326,5
3270,Yeah. I?m gonna have a baby. I?m gonna have a baby. I?m gonna have a baby!,Rachel,joy,positive,326,6
3271,With who?,Phoebe,neutral,neutral,326,7
3272,"Ah, it?s still not the time.",Rachel,neutral,neutral,326,8
3273,You said I was boring--Ohh!,Phoebe,anger,negative,327,0
3274,When did I say you were boring?!,Ross,neutral,neutral,327,1
3275,"Oh my God, I remember now! We were playing chess!",Phoebe,surprise,positive,327,2
3276,Phoebe! You and I have,Ross,neutral,neutral,327,3
3277,"Oh, come on!",Phoebe,joy,positive,327,4
3278,"Yes, remember that time on the frozen lake?",Phoebe,neutral,neutral,327,5
3279,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",Phoebe,anger,negative,327,6
3280,"Okay, there's a",Phoebe,neutral,neutral,327,7
3281,"All right, I?m leaving!",Jill,anger,negative,328,0
3282,Because I?m not going to spend one more day with someone whose out to sabotage my every move.,Jill,anger,negative,328,1
3283,That?s you Rachel!,Jill,anger,negative,328,2
3284,"Yeah, I got that.",Rachel,neutral,neutral,328,3
3285,"And you! I throw myself at you and you say no, how gay are you?",Jill,anger,negative,328,4
3286,You take care Jill.,Ross,neutral,neutral,328,5
3287,"Okay, see ya!",Jill,joy,positive,328,6
3288,Bye-bye,Joey,joy,positive,328,7
3290,"I-I can?t believe Jill?s gone.  I can?t help it, I opened a gate.",Chandler,sadness,negative,328,8
3291,"How about, you?re moving!!",Monica,joy,positive,329,0
3292,Look! This is ridiculous. We should be packing you!!,Rachel,anger,negative,329,1
3293,"Hey, how are you guys doing?",Phoebe,neutral,neutral,329,2
3294,Great! Monica?s moving!,Rachel,joy,positive,329,3
3295,I am not!,Monica,anger,negative,329,4
3296,Oh really?! Then how come all your stuff is in this box?!,Rachel,surprise,negative,329,5
3297,"Okay, you guys. You guys I think I know what?s going on here. Okay, you guys",Phoebe,neutral,neutral,329,6
3298,No Phoebe I am mad!,Monica,anger,negative,329,7
3299,"Well, deep-deep-deep down!",Phoebe,neutral,neutral,329,8
3300,"Yeah, I?m just mad!",Rachel,anger,negative,329,9
3301,Then keep running.,Phoebe,neutral,neutral,329,10
3302,Okay!,Joshua,neutral,neutral,330,0
3303,"Oh, here?s that trench-coat that you wanted.",Rachel,neutral,neutral,330,1
3304,"Oh great!  Wow! Yeah, it?s comfortable.",Joshua,joy,positive,330,2
3305,Yeah?,Rachel,neutral,neutral,330,3
3306,Oh! Here we,Phoebe,anger,negative,331,0
3307,"All right, y'know what, we've been talking about London too much haven't we?",Chandler,neutral,neutral,331,1
3309,I'm sorry.,Phoebe,neutral,neutral,331,2
3310,It's just 'cause I couldn't be there.,Phoebe,neutral,neutral,331,3
3311,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",Phoebe,sadness,negative,331,4
3312,Sorry.,All,neutral,neutral,331,5
3313,What happened?,Monica,neutral,neutral,331,6
3314,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",Rachel,neutral,neutral,331,7
3315,"See, didn't I tell you?! You're getting over Ross already!",Monica,joy,positive,331,8
3317,Get out!,Gunther,joy,positive,331,9
3318,I just didn?t see the fast song coming.,Ross,surprise,negative,332,0
3319,Shh.,Joey,neutral,neutral,332,1
3320,Shh.,Joey,neutral,neutral,332,2
3321,"Don?t try to talk, we?ll get you up to your room, we?ll soak your feet, you?ll be okay.",Joey,neutral,neutral,332,3
3322,"Oh, thank you.",Ross,neutral,neutral,332,4
3323,That is so sweet!,Mona,joy,positive,332,5
3324,Yeah.,Joey,neutral,neutral,332,6
3325,"No, I mean it. There are so few genuinely nice guys out there.",Mona,anger,negative,332,7
3326,"Tell me about it, I feel like I?m holding down the fort all by myself.",Joey,neutral,neutral,332,8
3327,It?s Joey right?,Mona,neutral,neutral,332,9
3328,Yeah.,Joey,neutral,neutral,332,10
3329,Wait a minute!,Ross,surprise,negative,332,11
3330,No!,Ross,anger,negative,332,12
3331,I?m the nice one!,Ross,surprise,negative,332,13
3332,I?m the one who danced with the kids all night!,Ross,surprise,negative,332,14
3333,How?How small are your feet?,Ross,neutral,neutral,332,15
3335,"Uhh, do you mind sitting there. I?m-I?m saving this for my friend Ross.",Joey,neutral,neutral,333,0
3336,You mean Dr. Geller?,Tour Guide,neutral,neutral,333,1
3337,Doctor? Wow! I didn?t know he had a nickname.,Joey,surprise,positive,333,2
3338,"Oh, he won?t sit here.",Tour Guide,neutral,neutral,333,3
3339,"Only the people in the white coats sit over there,  and only the people in the blue blazers sit here.",Tour Guide,neutral,neutral,333,4
3340,"Yeah, it must?ve fallen out a few blocks back. I just figured we hit a dog.",Joey,joy,positive,334,0
3341,Okay.,Chandler,neutral,neutral,334,1
3342,"Listen uh, could you put Kathy on, I wanna apologize.",Joey,sadness,negative,334,2
3343,Oh yeah man.  Joey.,Chandler,neutral,neutral,334,3
3344,Hey.,Kathy,neutral,neutral,334,4
3345,"Oh no it?s fine, don?t worry about it.",Kathy,neutral,neutral,334,5
3346,"Yeah-no, stop apologizing, it?s okay.",Kathy,neutral,neutral,334,6
3348,I?ll talk to you tomorrow.,Kathy,neutral,neutral,334,7
3349,"I should uh, probably go.",Kathy,neutral,neutral,334,8
3350,Yeah. Yes! Yeah.,Chandler,neutral,neutral,334,9
3351,I forgot my purse.,Kathy,neutral,neutral,334,10
3352,Oh.,Chandler,neutral,neutral,334,11
3353,"No, I really did forget my purse.",Kathy,neutral,neutral,334,12
3354,"A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",Ross,neutral,neutral,335,0
3355,I must say it's nice to see you back on your feet.,Dr. Ledbetter,joy,positive,335,1
3356,Well I am that. And that whole rage thing is definitely behind me.,Ross,neutral,neutral,335,2
3357,I wonder if its time for you to rejoin our team at the museum?,Dr. Ledbetter,neutral,neutral,335,3
3359,"....and 12, 22, 18, four...  What?",Ross,surprise,positive,336,0
3360,I spelled out boobies.,Chandler,joy,positive,336,1
3361,"Ross, but me down for another box of the mint treasures, okay. Where, where are the mint treasures?",Monica,neutral,neutral,336,2
3362,"Ah, we?re out. I sold them all.",Ross,neutral,neutral,336,3
3363,What?,Monica,surprise,positive,336,4
3365,No.,Monica,sadness,negative,336,6
3366,"No, just, just, just a couple more boxes.",Monica,anger,negative,336,7
3367,"It-it-it?s no big deal, all right, I?m-I?m cool.",Monica,fear,negative,336,8
3368,You gotta help me out with a couple more boxes!,Monica,sadness,negative,336,9
3369,"Mon, look at yourself. You have cookie on your neck.",Ross,disgust,negative,336,10
3370,Oh God!,Monica,sadness,negative,336,11
3371,"So, how many have you sold so far?",Chandler,neutral,neutral,336,12
3372,Check this out. Five hundred and seventeen boxes!,Ross,surprise,positive,336,13
3373,"Oh my God, how did you do that?",Chandler,surprise,positive,336,14
3374,"Okay, the other night I was leaving the museum just as ?Laser Floyd? was letting out of the planetarium, without even trying I sold 50 boxes!",Ross,joy,positive,336,15
3375,"That?s when it occurred to me, the key to my success, ?the munchies.? So I ah, started hitting the NYU dorms around midnight.",Ross,joy,positive,336,16
3376,I am selling cookies by the case.,Ross,joy,positive,336,17
3377,They call me: 'Cookie Dude!',Ross,joy,positive,336,18
3378,"Okay, stop what you?re doing, I need envelope stuffers, I need stamp lickers.....",Rachel,neutral,neutral,336,19
3379,"Well hey, who did these resumes for ya?",Ross,surprise,positive,336,20
3380,Me! On my computer.,Chandler,joy,positive,336,21
3382,Hi.,Ross,neutral,neutral,337,0
3383,Hey.  Soaps? Shampoos? Are you really taking all this stuff?,Chandler,surprise,negative,337,1
3384,Why not? It?s built into the price of the room.,Ross,neutral,neutral,337,2
3385,Yeah but you don?t need??What is this?,Chandler,surprise,positive,337,3
3386,Thread!,Ross,joy,positive,337,4
3387,Score! Where are the disposable cameras?,Chandler,joy,positive,337,5
3388,What disposable cameras?,Ross,sadness,negative,337,6
3389,The cameras? Remember last night I told you to take them?,Chandler,surprise,negative,337,7
3390,No you didn?t.,Ross,neutral,neutral,337,8
3391,"Yes! Remember? Right before we cut the cake, I went up to you and I said",Chandler,surprise,negative,337,9
3392,"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check.",Ross,neutral,neutral,337,10
3393,"And then you said, ""Why do they call it a check?",Ross,neutral,neutral,337,11
3394,Why not a Yugoslavian?",Ross,neutral,neutral,337,12
3395,"Yeah, then you did that.",Ross,neutral,neutral,337,13
3396,So you don?t have the cameras?!,Chandler,surprise,negative,337,14
3397,No. Sorry man.,Ross,sadness,negative,337,15
3398,So? What? What? They?re gone! Monica?s gonna freak!,Chandler,surprise,negative,337,16
3399,"Well, I?m sure they?re still somewhere here in the hotel. I?ll-I?ll help you look for them.",Ross,neutral,neutral,337,17
3400,Great.,Chandler,anger,negative,337,18
3401,In-in three minutes.,Ross,neutral,neutral,337,19
3402,"Uhh, Rachel, my parents",Joshua,neutral,neutral,338,0
3403,Ohh! It?s so nice to meet you.  Hello.,Rachel,joy,positive,338,1
3406,"Hello. Well, Joshua, that $500 was for groceries.",Mrs. Burgin,neutral,neutral,338,2
3407,What?,Rachel,surprise,negative,338,3
3408,"This-this, no, oh no, no-no-no, this is not?that?s-that?s not what it is.",Rachel,joy,positive,338,4
3409,"See, see, okay, I work in fashion, see and-and, this is a real dress actually.",Rachel,neutral,neutral,338,5
3410,"It?s-it?s, they?re-they?re wearing it in Milan, so part of my job is too wear the clothes, and then I see how people respond, and then I report back to my superiors at",Rachel,neutral,neutral,338,6
3411,Maybe in L.A?,Mrs. Burgin,neutral,neutral,338,7
3412,Yes!,Rachel,joy,positive,338,8
3413,There you go.,Joshua,neutral,neutral,338,9
3414,"So, have you kids eaten yet?",Mr. Burgin,neutral,neutral,338,10
3415,"Well, we were going to do that after?I mean umm, next.",Rachel,neutral,neutral,338,11
3416,"Well, we?re starving, why don?t we all go get something to eat?",Mr. Burgin,neutral,neutral,338,12
3417,"Oh, yeah, well? Yeah, no use wasting this baby, just lyin? around the house.",Rachel,neutral,neutral,338,13
3418,So? We go eat.,Mr. Burgin,neutral,neutral,338,14
3419,Yes.,Rachel,neutral,neutral,338,15
3420,"You?ll wear that. We?ll be eating, and of course, you?ll be wearing that.",Mr. Burgin,neutral,neutral,338,16
3421,Well I guess I should?ve thought about my wife and kids before I talked back to chef Geller!,Joey,neutral,neutral,339,0
3422,Thanks.,Monica,neutral,neutral,339,1
3424,Enough!,Monica,anger,negative,339,3
3425,Lean lean lean,Joey,joy,positive,339,4
3426,Let me see that.,Chandler,neutral,neutral,340,0
3427,This one right here.,Joey,neutral,neutral,341,0
3428,Triskaidekaphobia.,Chandler,neutral,neutral,342,0
3429,The fear of,Ross,neutral,neutral,342,1
3430,"No! No, fear of the number 13.",Joey,neutral,neutral,342,2
3432,"It?s possible, they have really sharp edges.",Ross,neutral,neutral,342,3
3433,"All right Chandler, you?re up.",Joey,neutral,neutral,342,4
3434,"Wait a minute, I-I believe I?m entitled to use my Angel Pass for a free turn?",Ross,joy,positive,342,5
3435,This game makes no sense!,Chandler,anger,negative,342,6
3436,Y?know what? You?re just upset because you?re losing.,Ross,joy,positive,342,7
3437,"Oh come on Ross, I think we?re all losers here.",Chandler,neutral,neutral,342,8
3438,"All right. Chandler, you can either spin the wheel or pick a Google card.",Joey,neutral,neutral,342,9
3439,Let me think. Let me think?Oh! I don?t care.,Chandler,anger,negative,342,10
3440,You-you must choose Mr. Bing.,Joey,neutral,neutral,342,11
3441,"Either, it makes no difference.",Chandler,neutral,neutral,342,12
3442,"Choose, you jackass!",Joey,anger,negative,342,13
3443,I?ll take a card.,Chandler,neutral,neutral,342,14
3444,"Okay, you picked the Gimmie card! You get all of Ross?s points!",Joey,joy,positive,342,15
3445,What?!,Ross,surprise,negative,342,16
3446,This game is kinda fun.,Chandler,joy,positive,342,17
3447,You don?t think it?s a little crazy that you get all my points just ?cause you,Ross,neutral,neutral,342,18
3448,I don?t think the contestants are supposed to speak to each other.,Chandler,neutral,neutral,342,19
3449,"Hello?  Oh, hi Ross!  See? Other people call me!",Monica,surprise,negative,343,0
3450,Very funny Ross!,Joey,joy,positive,344,0
3451,Very life-like and funny.,Joey,neutral,neutral,344,1
3452,Okay.,Joey,neutral,neutral,344,2
3453,"Oh no-no-no, I wasn't waving at you lady.",Joey,neutral,neutral,344,3
3454,"Whoa, maybe I was!",Joey,surprise,positive,344,4
3456,"Get in there man! Flirt back, mix it up!",Monica,joy,positive,344,6
3457,"Yeah, I-I-I'm down with that.",Joey,joy,positive,344,7
3458,"Okay, here goes.",Joey,fear,negative,344,8
3459,How  you  a-doin'?,Joey,neutral,neutral,344,9
3460,It worked!,Joey,surprise,positive,344,10
3461,She's waving me over.,Joey,joy,positive,344,11
3462,"Okay, I-I-I'll be right over.",Joey,joy,positive,344,12
3463,"Let's see, she's on the third floor",Joey,neutral,neutral,344,13
3464,"Wow! She is pretty, huh?",Monica,surprise,positive,344,14
3465,"Tell me about it, huh?  Oh no-no-no, I'm not with her, she's just Monica!  Ewwuck!",Joey,disgust,negative,344,15
3466,Hey!,Rachel,neutral,neutral,345,0
3467,Hey!,Phoebe,neutral,neutral,345,1
3468,"Oh honey, I'm so sorry, you were right, this feels great!",Rachel,joy,positive,345,2
3469,"See? And you don't care if people are staring, it's just for a second cause then you're gone!",Phoebe,neutral,neutral,345,3
3470,Gone! I mean its amazing Pheebs. I feel so free and so graceful.  Hey! Look out for the horse! Sorry!,Rachel,joy,positive,345,4
3471,"Oh come on guys, it?s not like I moved to Europe! I just moved across the hall! And",Chandler,joy,positive,346,0
3472,Ahh! Aren?t you dressed yet?,Monica,surprise,negative,346,1
3473,Am I naked again?!,Chandler,surprise,negative,346,2
3474,We?re supposed to meet my parents in 15 minutes.,Monica,neutral,neutral,346,3
3475,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",Chandler,neutral,neutral,346,4
3476,Wh?! What about my allergies?!,Monica,surprise,positive,346,5
3477,"Oh right, your allergies.  All her, she hates you.",Chandler,neutral,neutral,346,6
3478,Shoot! We?re out of soda.,Monica,sadness,negative,347,0
3479,"Oh, I?ll go out and get you some.",Chandler,neutral,neutral,347,1
3480,Really?!,Monica,surprise,positive,347,2
3481,"Nope! Because I?m not your boyfriend.  Hey Pheebs, how did it go?",Chandler,neutral,neutral,347,3
3482,"Well, umm, my Mom?s friend, Phoebe, is actually my birth Mom.",Phoebe,sadness,negative,347,4
3483,I found a dried up seashores.,Chandler,neutral,neutral,347,5
3484,"Sweety, what are you talking about?",Monica,surprise,negative,347,6
3485,"Oh, my new Mom, who-who?s a big, fat abandoner!",Phoebe,sadness,negative,347,7
3486,"Whoa, wait, Pheebs, wait a second! Don?t you wanna stay here and talk about it?",Joey,surprise,positive,347,8
3487,"No. I?m just, I wanna, I need to be alone.",Phoebe,sadness,negative,347,9
3488,Monica!,Phoebe,sadness,negative,347,10
3489,Oh.,Monica,neutral,neutral,347,11
3490,Open it! Open it! Open it!,Rachel,joy,positive,348,0
3491,Yeah baby!,Ross,joy,positive,348,1
3492,So we never got to hear about your wedding!,Man,joy,positive,348,2
3494,"No, no, it was just our parents and 1 or 2 friends. It was a small wedding.",Ross,neutral,neutral,348,4
3496,Hey!,Monica,joy,positive,349,0
3497,Hey!,Phoebe,joy,positive,349,1
3498,Hi!,Ross,joy,positive,349,2
3499,"So, do you guys wanna come and eat dinner at the restaurant    sometime in the next few weeks?",Monica,neutral,neutral,349,3
3500,Sure!,Phoebe,joy,positive,349,4
3501,I'd love to!,Ross,joy,positive,349,5
3502,Well you,Monica,neutral,neutral,349,6
3503,"Well, I can't give you a massage, because my licence has been    revoked again!",Phoebe,sadness,negative,349,7
3504,"Phoebe, what happened?",Ross,neutral,neutral,349,8
3505,"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",Phoebe,neutral,neutral,349,9
3506,Have I got a surprise for you? Pack your bags!,Chandler,joy,positive,349,10
3507,Oh no!You guys aren't supposed to get divorced for 7 years!,Phoebe,surprise,negative,349,11
3508,"Umm, this is nice.",Chandler,neutral,neutral,350,0
3509,"I know, it is isn?t it?",Monica,joy,positive,350,1
3510,"No, I mean it, this feels really good. Is it a hundred percent cotton?",Chandler,joy,positive,350,2
3511,"Yeah! And I got it on sale, too.",Monica,joy,positive,350,3
3512,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",Chandler,neutral,neutral,350,4
3513,"Well, if you wanna get a drink later we can.",Monica,neutral,neutral,350,5
3514,"Oh yeah, that sounds great.  Oh, and listen, it?s, it?s gonna be....",Chandler,neutral,neutral,350,6
3515,I know. Thanks.,Monica,neutral,neutral,350,7
3516,So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,Dr. Green,anger,negative,351,0
3517,You got Rachel pregnant?!,Mona,surprise,negative,351,1
3518,Who did?!,Ross,surprise,negative,351,2
3519,You did!,Dr. Green,anger,negative,351,3
3520,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",Ross,fear,negative,351,4
3521,Oh? Really? That?s what my daughter means to you? Nothing?,Dr. Green,anger,negative,351,5
3522,"No! No sir umm, she means a lot to me. I mean, I care?I-I love Rachel.",Ross,fear,negative,351,6
3523,What?!,Mona,surprise,negative,351,7
3524,"Oh but not that way. I mean?I mean I?m not in love with her. I love her like a, like a friend.",Ross,joy,positive,351,8
3525,Oh really? That?s how treat a friend? You get her in trouble and then refuse to marry her?,Dr. Green,anger,negative,351,9
3526,Hey! I offered to marry her!,Ross,anger,negative,351,10
3527,Wh,Mona,joy,positive,351,11
3528,But I didn?t want to.,Ross,anger,negative,351,12
3529,Well why not? So you can spend your time with this tramp?!,Dr. Green,anger,negative,351,13
3530,Tramp?!,Mona,surprise,negative,351,14
3531,"I?m sorry. Dr. Green, Mona. Mona, Dr. Green.",Ross,joy,positive,351,15
3532,"Yes, Fran.",Chandler,neutral,neutral,352,0
3533,"I know what time it is, but I'm looking at the WENUS and I'm not happy!...",Chandler,anger,negative,352,1
3534,"Oh, really, really, really?",Chandler,joy,positive,352,2
3535,"Well, let me tell you something... you will care about it, because I care about it!",Chandler,anger,negative,352,3
3536,You got it?,Chandler,neutral,neutral,352,4
3537,Good!,Chandler,joy,positive,352,5
3538,Whooooaaaa....,Chandler,surprise,positive,352,6
3539,Bijan for men?  Bijan for men?  Bijan for men?,Joey,neutral,neutral,353,0
3540,"Hey, Joey. So did you hear about the new guy?",Annabelle,neutral,neutral,353,1
3541,I could have birds.,Mr. Heckles,neutral,neutral,354,0
3542,"Okay, Mr. Heckles, we'll try to keep it down.",Monica,neutral,neutral,354,1
3543,Thank you. I'm going to rejoin my dinner party.,Mr. Heckles,neutral,neutral,354,2
3544,"All right, bye-bye.",Rachel,neutral,neutral,354,3
3545,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",Chandler,neutral,neutral,354,4
3546,We'll give you Janice.,Ross,neutral,neutral,354,5
3547,"I miss Janice though.  ""Hello, Chandler Bing.""",Phoebe,neutral,neutral,354,6
3548,"""Oh, my, god.""",Rachel,surprise,positive,354,7
3549,"""Oh, Chandler, now, now, that's it. There, faster!""",Joey,joy,positive,354,8
3550,"Stop with the broom, we're not making noise.",Monica,neutral,neutral,354,9
3551,We won. We won!,Rachel,joy,positive,354,10
3552,Mr. Heckles.,Monica,neutral,neutral,354,11
3553,How did this happen?,Rachel,neutral,neutral,354,12
3554,He musta been sweeping. They found a broom in his hand.,Mr. Treeger,neutral,neutral,354,13
3555,That's terrible.,Monica,anger,negative,354,14
3556,I know. I was sweeping yesterday. It coulda been me.,Mr. Treeger,neutral,neutral,354,15
3557,"Sure, you coulda. You never know.",Ross,neutral,neutral,354,16
3558,You never know.,Mr. Treeger,neutral,neutral,354,17
3559,"Oh, I'm sorry.",Monica,sadness,negative,355,0
3560,Where's Chandler?,Rachel,neutral,neutral,355,1
3561,"Oh, he needed some time to grieve.",Phoebe,neutral,neutral,355,2
3562,I'm free! I'm free!,Chandler,joy,positive,355,3
3563,That oughta do it.,Phoebe,neutral,neutral,355,4
3564,"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",Monica,sadness,negative,356,0
3565,Where'd you get fruit at four in the morning?,Ross,surprise,positive,356,1
3566,Went down to the docks. Bet ya didn't know you could get it wholesale.,Monica,neutral,neutral,356,2
3567,I didn't know there were docks.,Rachel,surprise,negative,356,3
3568,Hey.,Joey,neutral,neutral,356,4
3569,Hey.,Chandler,neutral,neutral,356,5
3570,"Aww, is it broken?",Ross,sadness,negative,356,6
3571,"No, I gotta wear this thing for a couple weeks.",Joey,joy,positive,356,7
3572,Did you tell the doctor you did it jumping up and down on your bed?,Rachel,neutral,neutral,356,8
